name,gender,country_code,country,nationality_long,disciplines,events,birth_date,hobbies,education,family,lang,coach
ZAID TAHSEEN,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-01-29,,,,Arabic,National: Radhi Shenaishil (IRQ)
HUSSEIN AMER,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2002-04-28,,,,,
ANAK LISES Bertrand Rhodict,Male,MAS,Malaysia,Malaysia,['Diving'],"[""Men's 10m Platform""]",2005-05-28,,,,English,
HUSSEIN LAWEND,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-01-20,,,,Arabic,Club: Ahmed Salah (IRQ).<br>National: Radhi Shenaishil (IRQ)
WONG Guanjie Johnathan,Male,MAS,Malaysia,Malaysia,['Shooting'],['10m Air Pistol Men'],1992-08-23,"Outdoor activities, PC gaming, hunting for food",Graduated in 2019 with a Bachelor's degree in Engineering (Aerospace) from the University of Putra Malaysia (MAS),Three siblings,"English, Malay, Mandarin",National: Mohd Firdaus Abdul Rahim (MAS)
MOHAMAD ZUBIR Nur Aisyah,Female,MAS,Malaysia,Malaysia,['Cycling Road'],"[""Women's Road Race""]",1997-10-04,,,,Malay,
MOHAMAD LATIF Nur Shazrin,Female,MAS,Malaysia,Malaysia,['Sailing'],"[""Women's Dinghy""]",1998-02-02,,,"Sister, Syahirah","English, Malay",Club: Mohd Hafizi Roslee (MAS)
ALI JASIM,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2004-01-20,,,"Brother, Abbas Jasim (born 1999). Father deceased",Arabic,National: Radhi Shenaishil (IRQ)
KARRAR SAAD,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-03-22,,,,Arabic,National: Radhi Shenaishil (IRQ)
KARRAR MOHAMMED,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-01-06,,,,Arabic,National: Radhi Shenaishil (IRQ)
NIHAD MOHAMMED,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-01-14,,,,Arabic,National: Radhi Shenaishil (IRQ)
DOUA Camil,Male,MTN,Mauritania,Mauritania,['Swimming'],"[""Men's 50m Freestyle""]",2002-02-23,,,Father is from Mauritania,"Arabic, French","Personal: Gregory Mallet (FRA) - two-time Olympic silver medallist (2008, 2012)"
CHEW Caroline,Female,SGP,Singapore,Singapore,['Equestrian'],['Dressage Individual'],1992-04-18,"Reading, baking, cooking",Law at University of Bristol (GBR),"Father, Tony. Mother, Melanie. Older sister, Catherine","English, Mandarin",Matthew Frost (GBR)
HERNANDEZ FLORES Margarita,Female,MEX,Mexico,Mexico,['Athletics'],"[""Women's Marathon""]",1985-12-03,,Pursuing a Master’s degree in Applied Sciences from Anahuac University (MEX).</p><p>Graduated with a Master’s degree in Organisational Management from the Autonomous University of the State of Mexico (MEX).</p><p>Graduated with a Law degree from the Autonomous University of the State of Mexico (MEX),"Husband, Hugo (deceased in 2021). Son, Maximo (born 2013)",Spanish,Personal: Rafael Martinez (MEX)
SALIMI Arian,Male,IRI,IR Iran,Islamic Republic of Iran,['Taekwondo'],['Men +80kg'],2003-12-16,,,,Farsi,National: Majid Aflaki
BARKHORDARI Mehran,Male,IRI,IR Iran,Islamic Republic of Iran,['Taekwondo'],['Men -80kg'],2000-07-26,,,,Farsi,
NEMATZADEH Mobina,Female,IRI,IR Iran,Islamic Republic of Iran,['Taekwondo'],['Women -49kg'],2005-05-17,,,,Farsi,National: Minoo Maddah (IRI)
KIYANICHANDEH Nahid,Female,IRI,IR Iran,Islamic Republic of Iran,['Taekwondo'],['Women -57kg'],1998-08-01,,,,"English, Persian",National: Minoo Maddah (IRI)
MPALI Adam,Male,GAB,Gabon,Gabon,['Swimming'],"[""Men's 50m Freestyle""]",2002-05-29,,,,French,
AMISON Naima-Zahra,Female,DJI,Djibouti,Djibouti,['Swimming'],"[""Women's 50m Freestyle""]",2003-10-10,,,,,
STREHLKE DELGADO Paulo,Male,MEX,Mexico,Mexico,['Marathon Swimming'],"[""Men's 10km""]",2006-01-10,,,,Spanish,Personal: Joel Rodriguez
SANDOVAL AYALA Martha,Female,MEX,Mexico,Mexico,['Marathon Swimming'],"[""Women's 10km""]",1998-08-14,,"Studying for a Masters degree at Cetys University (MEX), on hold until after Paris 2024","Father, Juan Jose Sandoval. Mother, Martha Ayala. Sisters, Christbelen and Aide",Spanish,Club: Paulo Salas (MEX)
ESTUDILLO TORRES Alejandra,Female,MEX,Mexico,Mexico,['Diving'],"[""Women's 3m Springboard""]",2005-05-20,,,,Spanish,
CELAYA HERNANDEZ Juan Manuel,Male,MEX,Mexico,Mexico,['Diving'],"[""Men's Synchronised 3m Springboard""]",1998-09-01,,"Studied Civil Engineering at Louisiana State University (Baton Rouge, LA, USA)",,"English, Spanish",
VAZQUEZ MONTANO Aranza,Female,MEX,Mexico,Mexico,['Diving'],"[""Women's 3m Springboard""]",2002-08-21,,Studying Exercise Science at the University of North Carolina at Chapel Hill (USA),"Father, Juan Vazquez. Mother, Monica Montano. Younger brother, Rodolfo","English, Spanish",
ALIPOUR SHENAZANDIFARD Reza,Male,IRI,IR Iran,Islamic Republic of Iran,['Sport Climbing'],"[""Men's Speed""]",1994-04-29,,,,"English, Farsi",
ALAMIAN Nima,Male,IRI,IR Iran,Islamic Republic of Iran,['Table Tennis'],"[""Men's Singles""]",1992-12-24,,,"Father, Rahmat. Brother, Noshad","English, Farsi",Club: Fabrice Coutolleau (FRA).<br>National: Jamil Lotfollah Nasab (IRI)
ALAMIYAN Noshad,Male,IRI,IR Iran,Islamic Republic of Iran,['Table Tennis'],"[""Men's Singles""]",1991-11-21,,,"Father, Rahmat. Brother, Nima","English, Farsi",Club: Sebastien Douaran (FRA).<br>National: Jamil Lotfollahnasabi (IRI)
YASEEN Taha Hussein,Male,IRQ,Iraq,Iraq,['Athletics'],"[""Men's 100m""]",1998-01-01,"Swimming, football",,,,Personal: Khazal Jabbar (IRQ)
MAAN Tulika,Female,IND,India,India,['Judo'],['Women +78 kg'],1998-09-09,"Anime, cooking",DDU Gorakhpur University (IND),"Partner, Divyanshu Puri. Mother, Amrita Singh. Sister, Vanshika","English, Hindi, Punjabi",Yashpal Solanki (IND)
ANCER Abraham,Male,MEX,Mexico,Mexico,['Golf'],"[""Men's Individual Stroke Play""]",1991-02-27,"Collecting putters, hunting, football, sport shooting, watching F1, barbecuing, cars","Attended Odessa College in the United States of America before transferring to the University of Oklahoma (Norman, OK) to pursue a degree in multidisciplinary studies","Father, Abraham, Sr (deceased)",English,
SHARMA Shubhankar,Male,IND,India,India,['Golf'],"[""Men's Individual Stroke Play""]",1996-07-21,,,,English,
BHULLAR Gaganjeet,Male,IND,India,India,['Golf'],"[""Men's Individual Stroke Play""]",1988-04-27,,,,English,
GIRMA Ermias,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 1500m""]",2005-01-20,Enjoys watching football and supports English Premier League team Manchester United,,"Father, Girma Shire. Mother, Shitu Borga. The eighth of nine children with two living brothers and four living sisters, having lost two brothers","Amharic, Gurage",Personal: Hluf Yihdego (ETH)
ROJAS Carlos,Male,MEX,Mexico,Mexico,['Archery'],"[""Men's Individual"", ""Men's Team""]",2000-01-14,,Studies Genomics at the National Autonomous University of Mexico,,"German, Spanish",National: David Alejandro Velez Sanchez (MEX)
MARTINEZ WING Bruno,Male,MEX,Mexico,Mexico,['Archery'],"[""Men's Individual"", ""Men's Team""]",1998-03-08,Watching movies,,"Partner, Karla. One son (born October 2022)",Spanish,National: David Alejandro Velez Sanchez (MEX)
VAZQUEZ Ana,Female,MEX,Mexico,Mexico,['Archery'],"[""Women's Individual"", ""Women's Team""]",2000-10-05,,"Studies Biomedical Engineering at the Autonomous University of Nuevo Leon (San Nicolas de los Garza, MEX)","Partner, Jorge Nevarez. Father, Hugo Vázquez Saucedo. Mother, Laura Olivia Flores Santos. Brothers, Emilio (twin) and Diego Antonio","English, Spanish",National: Miguel Angel Flores (MEX).<br>Personal: Eduardo Magana (MEX)
RIVERA Edgar,Male,MEX,Mexico,Mexico,['Athletics'],"[""Men's High Jump""]",1991-02-13,,"Graduated with a Master’s Engineering degree in Quality Systems and Productivity (2014) from the Tecnologico de Monterrey (MEX).</p><p>Graduated with a degree in Industrial Engineering (2013) from the University of Arizona, Tucson, AZ (USA)","Father, Luis Alberto. Mother, Alejandra. Has three brothers","English, Spanish",Personal: Julio Prado (CUB)
TAMAYO-GARZA Cecilia,Female,MEX,Mexico,Mexico,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1997-03-04,,"Graduated in 2022 with a Bachelor's degree in Computer and Systems Engineering from the University of Houston (TX, USA)",,"English, Spanish",Personal: Carl Lewis (USA) - nine-time Olympic champion
ALEMU Habitam,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 800m""]",1997-07-09,"Watching action and animation movies. ""I used to enjoy painting but now I've stopped and started doing handicrafts using thread instead."" (Athlete, 5 Jun 2024)",,"Husband, Muluken Fikire. Father, Alemu Bayh (deceased). Mother, Yitaish Tazebew. The third born of eight children. Has three sisters and four brothers",Amharic,"Personal:  Muluken Fikire (ETH), her husband.<br>Personal: Hluf Yihdego (ETH), fellow athlete Gudaf Tsegay's husband"
MESELE Worknesh,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 800m""]",2001-06-11,"br>During her free time she visits Hawassa to spend time with her family and husband, and also attends church",,"Married. Father, Mesele Andeno. Mother, Almaz Abache. The sixth of nine children, has six sisters and two brothers","Amharic, Sidaama","Personal: Hluf Yihdego (ETH), fellow athlete Gudaf Tsegay's husband"
DUGUMA Tsige,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 800m""]",2001-02-23,,,"Father, Duguma Gemechu. Mother, Meta Muleta. Youngest of seven children, has five sisters and one brother","Amharic, Gumuz",Personal: Alemu Wakjira (ETH)
ASHOK Aditi,Female,IND,India,India,['Golf'],"[""Women's Individual Stroke Play""]",1998-03-29,"Reading, collecting lapel pins",,"Father, Ashok Gudlamani, caddied for her at the 2016 Olympic Games in Rio de Janeiro. Mother, Maheshwari, performed the same role at Tokyo 2020",English,
DAGAR Diksha,Female,IND,India,India,['Golf'],"[""Women's Individual Stroke Play""]",2000-12-14,,,"Father, Narinder Dagar. Brother, Yogesh",English,
FAYISA Abdisa,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 1500m""]",2005-04-24,Watching movies,,"Father, Fayisa Gutema. Mother, Sintayehu Bikila. The second of eight children, has three brothers and four sisters","Amharic, Oromo",Personal: Nigatu Worku (ETH)
GUERRERO Ilse,Female,MEX,Mexico,Mexico,['Athletics'],"[""Women's 20km Race Walk""]",1993-03-24,,,"Daughters, Dana and Fernanda. Mother, Ofelia",Spanish,Personal: Felipe Mendez (MEX)
CHAMA Noel,Male,MEX,Mexico,Mexico,['Athletics'],"[""Men's 20km Race Walk""]",1997-09-15,,"Studies Sports and Wellness online at Anahuac University, State of Mexico (MEX)",,Spanish,Personal: Jose Juan Sanchez (MEX)
ORTIZ Ricardo,Male,MEX,Mexico,Mexico,['Athletics'],"[""Men's 20km Race Walk""]",1995-02-07,,"Graduated in 2023 with a Bachelor's degree in Physical Education and Sports Methodology from Diaz Miron Institute (Xalapa, MEX)","Father, Genaro. Mother, Gema. Youngest of five siblings",Spanish,"Personal: Alfonso Ortiz (MEX), his brother"
SHAHSAVARI Neda,Female,IRI,IR Iran,Islamic Republic of Iran,['Table Tennis'],"[""Women's Singles""]",1986-09-21,,,,,
FALLAH Mobina,Female,IRI,IR Iran,Islamic Republic of Iran,['Archery'],"[""Women's Individual""]",1999-08-13,,,,Persian,
LOH Kean Yew,Male,SGP,Singapore,Singapore,['Badminton'],"[""Men's Singles""]",1997-06-26,"Shrimping, fishing","Studied at Republic Polytechnic (Woodlands, SGP)",Youngest of four siblings (four boys),"English, Malay, Mandarin",National: Kelvin Ho (SGP)
HEE Yong Kai Terry,Male,SGP,Singapore,Singapore,['Badminton'],['Mixed Doubles'],1995-07-06,,,"Wife, Jessica Tan (married October 2021)","English, Malay, Mandarin",
TAN Wei Han Jessica,Female,SGP,Singapore,Singapore,['Badminton'],['Mixed Doubles'],1993-07-16,,,"Husband, Terry Yong Kai Hee (married October 2021). Father, Richard. Mother, Joyce. Two older sisters","English, Mandarin",
YEO Jia Min,Female,SGP,Singapore,Singapore,['Badminton'],"[""Women's Singles""]",1999-02-01,Singing,,,"English, Mandarin",National: Kelvin Ho (SGP)
LABIB Ali,Male,IRI,IR Iran,Islamic Republic of Iran,['Cycling Road'],"[""Men's Road Race""]",2002-09-21,,,,Persian,
FASIHI Farzaneh,Female,IRI,IR Iran,Islamic Republic of Iran,['Athletics'],"[""Women's 100m""]",1993-01-03,"Shopping, travelling, watching films","Studied Physical Education at the University of Isfahan (Darvazeh Shiraz, IRI)","Husband, Amir Hosseini",Persian,Personal: Amir Hosseini (IRI) - husband
TAFTIAN Hassan,Male,IRI,IR Iran,Islamic Republic of Iran,['Athletics'],"[""Men's 100m""]",1993-05-04,,"Sports Management - University of Tehran, Islamic Republic of Iran",,"English, Farsi, French",Personal: Guy Ontanon (FRA)
PANWAR Balraj,Male,IND,India,India,['Rowing'],"[""Men's Single Sculls""]",1999-07-26,,,"Father, Randhir (deceased). Mother, Kamala",Hindi,National: Ismail Baig (IND)
RICKETTS Shanieka,Female,JAM,Jamaica,Jamaica,['Athletics'],"[""Women's Triple Jump""]",1992-02-02,"Music, modelling, sports, films","Graduated in 2014 with a Bachelor's degree in Economics from San Diego State University, CA (USA)","Husband, Kerry-Lee","English, Spanish",Personal: Kerry-Lee Ricketts - her husband
HARRIS Naquille,Male,SKN,St Kitts and Nevis,Saint Kitts and Nevis,['Athletics'],"[""Men's 100m""]",2002-05-16,,"Interdisciplinary Studies at University of Cincinnati, OH (USA)","Father, Steve. Mother, Denise. Sister, Nakela",English,
DAVOUDI Ali,Male,IRI,IR Iran,Islamic Republic of Iran,['Weightlifting'],"[""Men's +102kg""]",1999-03-22,,,,Farsi,National: Navab Nassirshalal (IRI)
JAVADI ALIABADI Mir Mostafa,Male,IRI,IR Iran,Islamic Republic of Iran,['Weightlifting'],"[""Men's 89kg""]",2000-06-22,,,,Persian,
WELTEJI Diribe,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 1500m""]",2002-05-13,Visiting her family and listening to spiritual songs,,"Father, Welteji Kejelcha. Mother, Jorge Wordofa. The fifth born of seven children, has two sisters and four brothers","Amharic, Oromo","Personal: Hussein Shibo, Isa Shibo (ETH)"
HAYLOM Birke,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 1500m""]",2006-01-06,,,,Tigrinya,"Personal: Hluf Yihdego (ETH), fellow athlete Gudaf Tsegay's husband"
HAILU Freweyni,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 5000m""]",2001-02-12,,,"Husband, Tsegaye Gebremichael. Father, Hailu Gebregziabher. Mother, Tsige Desta. The seventh of nine children, she has three brothers and five sisters","Amharic, Tigrinya","Personal: Tsegaye Gebremichael (ETH), her husband"
AGHAMIRZAEIJENAGHARD Ali,Male,IRI,IR Iran,Islamic Republic of Iran,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1993-03-04,,"Studied at Uni Shahid Khodadadi (Bandar-e Anzali, IRI)",,"English, Farsi",National: Pedro Sana (BRA)
MAYALA Freddy,Male,CGO,Congo,Congo,['Swimming'],"[""Men's 50m Freestyle""]",2000-06-18,,,,French,Personal: Alain Kounoumono
AREGAWI Berihu,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 10,000m""]",2001-02-28,"Spending his free time with family and friends, engaging in lively conversations. Unwinds by watching movies and listening to music",,"Father, Aregawi Teklehaymanot. Mother, Alem Birhan. The first born of eight siblings, has two brothers and five sisters","Amharic, Tigrinya",Personal: Yirefu Birhanu (ETH)
KEJELCHA Yomif,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 10,000m""]",1997-08-01,"Spending time with his wife, watching movies and listening to music together. Is a fan of English Premier League football team Chelsea",,"Wife, Yadu Birhanu Biru (married in 2022). Father, Kejelcha Atomsa (died in March 2024). Mother, Biritu Negese. The fifth born of nine children (five sons, four daughters)","Amharic, Oromo",Personal: Nigatu Worku (ETH)
GEBRHIWET Hagos,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 5000m""]",1994-05-11,Spending time at the playground with his daughters,,"Wife, Alem Nigus. Two daughters. Father, Gebrhiwet Berhe (deceased). Mother, Tehle Gebretsadik (deceased). Five younger sisters","Amharic, Tigrinya",Personal: Tolera Dinka (ETH)
BOBIMBO Vanessa,Female,CGO,Congo,Congo,['Swimming'],"[""Women's 50m Freestyle""]",1999-12-08,,,,,
NGOYE Natacha,Female,CGO,Congo,Congo,['Athletics'],"[""Women's 100m""]",1993-08-15,,,,French,"Amadou Mbaye (SEN), two time Olympian in the 100m and 4x100m (1988, 1992)"
SAIKHOM Mirabai Chanu,Female,IND,India,India,['Weightlifting'],"[""Women's 49kg""]",1994-08-08,,,"Father, Saikhom Kriti Meitei. Mother, Saikhom Ongbi Tombi Leima. Four sisters. Two brothers",English,National: Vijay Sharma (IND)
BAREGA Selemon,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 10,000m""]",2000-01-20,"Spending time with friends on Sunday afternoons, having the Ethiopian coffee ceremony (a custom in the country) at home or going out to cafes.</p><p>Enjoys watching football and supports English Premier League team Manchester United, an interest that began with his admiration for their former player Cristiano Ronaldo and continues to this day. ""I used to regularly follow Cristiano Ronaldo's website, watch his gym workouts, and found his work ethic really inspiring."" (Athlete, 29 May 2024)",,"Father, Barega Shirtaga. Mother, Sodat Shifa. The fourth of seven children, has three brothers and three sisters","Amharic, English, Gurage",Personal: Hussein Shibo (ETH)
TEFERA Samuel,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 1500m""]",1999-10-23,Spending time with his children and his friends,,"Wife, Werknesh Delesa. Two children (one son, one daughter). Father, Tefera Nemi. Mother, Tayitu Beketa (farmers). The fourth child of nine children, has five sisters and three brothers","Amharic, Oromo",Personal: Hussein Shibo (ETH)
YIHUNE Addisu,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 5000m""]",2003-03-17,Resting and playing with the children in his neighbourhood,,"Father, Yihune Taye. Mother, Alemnesh Kefalew. One younger brother",Amharic,Personal: Hussen Shibo (ETH)
MEHARY Biniam,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 5000m""]",2006-12-20,"Reading books, watching movies and running races on television, and listening to music",,"Father, Mehari Abay. Mother, Amete Michael. The oldest of six children. Has three brothers and two sisters","Amharic, Tigrinya",Personal: Hluf Yihdego (ETH) - fellow athlete Gudaf Tsegay's husband
TAYE Ejgayehu,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 5000m""]",2000-02-10,,,,Oromo,Personal: Habtamu Girma (ETH)
EISA Medina,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 5000m""]",2005-01-03,Occasionally watches movies or goes out when she is not busy with household tasks,,"Father, Eisa Kumande. Mother, Endawek Seid. The third of six children, has three brothers and two sisters",Amharic,"Personal: Tewodros Hailu (ETH) - husband of Meseret Defar, three-time Olympic 5000m medallist (gold in 2004 and 2012, silver in 2008)"
GEBRESELAMA Tsigie,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 10,000m""]",2000-09-30,,,"Husband, Daniel Gidey. Father Gebreselama Gebrerufael. Mother, Lemlem Haileselassie. The second of nine children, has four brothers and four sisters","Amharic, English, Tigrinya","Personal: Daniel Gidey (ETH), her husband"
